symbol,profile.mktCap,profile.companyName,profile.industry,profile.description,profile.sector
MYF,1.84E+08,Blackrock MuniYield Investment Fund,Asset Management,Blackrock Muniyield Invstmt Fd is a closed-ended investment management fund. Its investment objective is to provide shareholders with as high a level of current income exempt from federal income taxes.,Financial Services
MZF,97450821,Managed Duration Investment Grade Municipal Fund,Asset Management,"To provide high current income exempt from regular Federal income tax while seeking to protect the value of the Funds assets during periods of interest rate volatility. It seeks to achieve its objective by investing at least 80% of its total assets in municipal bonds of investment-grade quality, and will normally invest substantially all of its total assets in securities of investment-grade quality. It will not invest more than 25% of its total assets in municipal bonds the interest on which is subject to the Federal alternative minimum tax. It may utilize hedging strategies in an effort to help protect the value of the Funds assets against the volatility of interest rate changes and other market movements.",Financial Services
NHS,2.16E+08,Neuberger Berman High Yield Strategies Fund,Asset Management,Neuberger Berman High Yield Stra Fd is a closed-end fund investing in the high yield debt securities market. The Company's investment objective is to seek high total return (income plus capital appreciation).,Financial Services
NIQ,1.81E+08,Nuveenn Intermediate Duration Quality Municipal Term Fund of Beneficial Interest,Asset Management,Nuveen Inter Dur Quality Muni Term Fund is a closed-end management investment company. The Fund's investment objective is to provide current income exempt from regular federal income tax with a secondary objective of seeking additional total return.,Financial Services
NXQ,2.60E+08,Nuveen Select Tax Free Income Portfolio II,Asset Management,"Nuveen Select Tax Free Income Port 2 is a diversified closed-end management investment company. It seeks to provide current income and stable dividends, exempt from regular federal and designated state income taxes.",Financial Services
OPP,1.92E+08,RiverNorth/DoubleLine Strategic Opportunity Fund Inc.,Asset Management,RiverNorth/DoubleLine Strategic Opportunity Fund Inc is a closed-end management investment company. The company's investment objective is to seek current income and overall total return.,Financial Services
PAR,4.95E+08,PAR Technology Corporation,Application Software,"PAR Technology Corp together with its subsidiaries provides management technology solutions including software, hardware, and related services.",Technology
PNI,1.17E+08,Pimco New York Municipal Income Fund II of Beneficial Interest,Asset Management,"PIMCO New York Municipal Income Fund II is a diversified, closed-end management investment company. Its investment objective is to seek current income exempt from federal, New York State and New York City income tax.",Financial Services
SOJB,2.58E+10,Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1 2076,,,
SPA,185000000,Sparton Corporation,Computer Hardware,"Sparton Corp is a provider of design, development, and manufacturing services for complex electromechanical devices and engineered products. The Company serves the medical & biotechnology, military & aerospace and industrial & commercial markets.",Technology
SPKEP,3.55E+08,Spark Energy Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,Utilities - Regulated,Spark Energy Inc provides independent retail energy services. It provides residential and commercial customers across the United States with an alternative choice for their natural gas and electricity.,Utilities
STRS,1.53E+08,Stratus Properties Inc.,Real Estate Services,"Stratus Properties Inc is a diversified real estate company which is engaged in the acquisition, entitlement, development, management, operation, and sale of commercial, hotel, entertainment, and residential real estate properties.",Real Estate
TCGP,368800000,The Carlyle Group L.P.,Asset Management,"The Carlyle Group LP is a global alternative asset management firm. It operates business across, Corporate Private Equity, Global Credit, Real Assets, and Investment Solutions segments.",Financial Services
TIG,525850000,TiGenix,Biotechnology,"TiGenix NV is engaged in developing and commercializing novel therapeutics from its proprietary technology platforms of allogeneic, or donor derived, stem cells.",Healthcare
TPGE,1199250000,TPG Pace Energy Holdings Corp. Class A,Conglomerates,"TPG Pace Energy Holdings Corp is a newly organized blank check company formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses.",Industrials
TVC,1.35E+07,Tennessee Valley Authority,,,
VTN,2.39E+08,Invesco Trust for Investment Grade New York Municipals,Asset Management,Invesco Trust For Investment Grade New York Municipals is a closed end management investment company. Its objective is high current income and its secondary objective is capital appreciation.,Financial Services
WIA,3.42E+08,Western Asset/Claymore Inflation-Linked Securities & Income Fund of Beneficial Interest,Asset Management,Western Asset Claymore Inf-lkd Sec & Inc is a closed end fund. Its objective is to provide a high level of current income and long-term capital appreciation.,Financial Services
VRTS,8.78E+08,Virtus Investment Partners Inc.,Asset Management,"Virtus Investment Partners Inc provides investment management and related services to individuals and institutions. Its retail products include open-end mutual funds, closed-end funds, exchange traded funds, and variable insurance funds.",Financial Services
YORW,5.99E+08,The York Water Company,Utilities - Regulated,The York Water Co is an investor-owned water utility in the United States. The Company also operates two wastewater collection and treatment systems.,Utilities
SENEA,3.35E+08,Seneca Foods Corp. Class A Common Stock,Consumer Packaged Goods,"Seneca Foods Corp is produces & distributes processed fruits & vegetables. Its products include canned, frozen & bottled produce and snack chips. Its products are sold under private label as well as national & regional brands.",Consumer Defensive
BMTC,6.04E+08,Bryn Mawr Bank Corporation,Banks,"Bryn Mawr Bank Corp, through Bryn Mawr Trust Company, offers personal and business banking services, consumer and commercial loans, equipment leasing, mortgages, insurance and wealth management services.",Financial Services
EBAYL,2.81E+10,eBay Inc. 6.0% Notes Due 2056,Retail - Apparel & Specialty,"eBay Inc is a commerce platform and provides online marketplace for sale of goods. Its marketplace platforms include its online marketplace located at www.ebay.com, its localized counterparts and the eBay mobile apps.",Consumer Cyclical
CRVL,1.25E+09,CorVel Corp.,Brokers & Exchanges,"CorVel Corp provides case management, claims administration, and medical bill review services to payors to administer, manage and control the cost of workers compensation and other healthcare benefits.",Financial Services
